t,r
0.0,0.1495354260947329
0.05,0.151612293042836
0.1,0.153956157693857
0.15000000000000002,0.15662178815029182
0.2,0.15964367651879594
0.25,0.16303100732661557
0.30000000000000004,0.16676476568801293
0.35000000000000003,0.1707976038728343
0.4,0.17505664737400214
0.45,0.1794489043343798
0.5,0.18386850879139605
0.55,0.18820481584133683
0.6000000000000001,0.19235032961360574
0.65,0.1962075938738736
0.7000000000000001,0.1996944394239857
0.75,0.20274732722257782
0.8,0.20532276915712958
0.8500000000000001,0.20739704775718074
0.9,0.208964591180351
0.9500000000000001,0.21003540384720587
1.0,0.21063194125156073
1.05,0.21078577912840646
1.1,0.2105343389068926
1.1500000000000001,0.20991787680864102
1.2000000000000002,0.2089768696215354
1.25,0.20774988613902473
1.3,0.20627198940826805
1.35,0.2045736800274291
1.4000000000000001,0.2026803578105986
1.4500000000000002,0.20061225166877092
1.5,0.19838474612173132
1.55,0.19600900806334748
1.6,0.19349283707911194
1.6500000000000001,0.19084162741381563
1.7000000000000002,0.1880593933808026
1.75,0.1851498009188736
1.8,0.18211718307226687
1.85,0.17896755757888205
1.9000000000000001,0.17570964576954617
1.9500000000000002,0.1723559111617376
2.0,0.16892362739530167
2.0500000000000003,0.1654359170565401
2.1,0.1619226942519379
2.15,0.15842136174248295
2.2,0.1549770560762769
2.25,0.15164221097597108
2.3000000000000003,0.14847514025786357
2.35,0.14553745522977252
2.4000000000000004,0.14289019740474732
2.45,0.1405887885340885
2.5,0.1386772811313023
2.5500000000000003,0.13718259549994918
2.6,0.1361097892610846
2.6500000000000004,0.13543928823965048
2.7,0.1351268085095408
2.75,0.13510611851446544
2.8000000000000003,0.13529419611069707
2.85,0.13559785334900618
2.9000000000000004,0.13592068963071582
2.95,0.13616935535540436
3.0,0.1362584155696159
3.0500000000000003,0.13611350399337221
3.1,0.13567282908485057
3.1500000000000004,0.1348873819669154
3.2,0.1337203330039811
3.25,0.13214615892465173
3.3000000000000003,0.13015001031585696
3.35,0.1277277515903028
3.4000000000000004,0.12488701355698571
3.45,0.12164952543963395
