t,x,p
0.0,0.24999999999999997,0.0
0.10002000400080016,0.292368121149334,0.845405987614284
0.20004000800160032,0.4183940941954042,1.6691290396384955
0.3000600120024005,0.6247448958323301,2.4470997314774596
0.40008001600320064,0.9052951479001538,3.145832282695511
0.5001000200040008,1.2495616680322925,3.7089950340145936
0.600120024004801,1.6396081214145621,4.041575319488316
0.7001400280056012,2.0457473511964994,4.004761033855394
0.8001600320064013,2.423207387111882,3.444733920762122
0.9001800360072014,2.7143102322361514,2.275517272046764
1.0002000400080016,2.8610447084703687,0.594264087458705
1.1002200440088017,2.8269859132980146,-1.268637585057466
1.200240048009602,2.616123552266746,-2.8704560830190835
1.3002600520104022,2.2724775678398657,-3.891048625051443
1.4002800560112023,1.8594048664680034,-4.269333392849743
1.5003000600120024,1.4353018005961864,-4.143452357159219
1.6003200640128026,1.0408369467885563,-3.7073045294302727
1.7003400680136027,0.698851079056971,-3.114152038628002
1.8003600720144028,0.42008808742154446,-2.453198597743591
1.900380076015203,0.20898925076188232,-1.7651659101637385
2.000400080016003,0.06735865233025001,-1.0657137105682932
2.1004200840168035,-0.004103803004987491,-0.363642871056677
2.2004400880176034,-0.005697670379200083,0.32878384045474607
2.3004600920184037,0.06072025835165487,0.9926604298082015
2.400480096019204,0.1911308328399488,1.6041899275042968
2.500500100020004,0.3790313962679053,2.1380119943736213
2.6005201040208044,0.6153892140853143,2.568951538974006
2.7005401080216043,0.8886319278574217,2.8710398199207514
2.8005601120224046,1.1844486375980383,3.0151036007290943
2.9005801160232045,1.4853869444766004,2.967535552057538
3.000600120024005,1.7704939897956329,2.692782754513839
3.100620124024805,2.0154768631993356,2.1615552888445784
3.200640128025605,2.194050664619455,1.3666827129250791
3.3006601320264055,2.2812883847402063,0.34680809694998144
3.4006801360272054,2.259356640080972,-0.79303242225232
3.500700140028006,2.1240218234556782,-1.8916558541483726
3.6007201440288057,1.88779190808315,-2.787473783859928
3.700740148029606,1.576453064652359,-3.385559090998318
3.800760152030406,1.2206146958752737,-3.6839312207959565
3.9007801560312063,0.8473500491803634,-3.7480682586740297
4.000800160032006,0.4757629669782871,-3.6642638517813375
4.100820164032807,0.11689355422504301,-3.5030480260056063
4.200840168033607,-0.22371633820338982,-3.302567544420615
4.300860172034407,-0.5426177722447194,-3.0671555548033225
4.400880176035207,-0.8353793803001196,-2.7745682818778565
4.500900180036007,-1.0945485481254627,-2.389371891035206
4.6009201840368075,-1.309244690228378,-1.8819821928581297
4.700940188037608,-1.4667976856863179,-1.249321897809998
4.800960192038408,-1.5561392583466476,-0.5272995122892626
4.900980196039208,-1.5716135237651878,0.21424463730461815
5.001000200040008,-1.5153759364559638,0.8935011901788564
5.101020204040808,-1.397224951723387,1.4434845550510618
5.201040208041609,-1.232132985993748,1.8293081737244539
5.301060212042408,-1.0368364003853043,2.0495522452734076
5.4010802160432085,-0.8269632512416416,2.1254055237232916
5.501100220044009,-0.6155082091345198,2.0860095776861995
5.601120224044809,-0.4126555510330464,1.9569898344940129
5.70114022804561,-0.22645168406464472,1.7551002712871464
5.801160232046409,-0.06371485213122574,1.4885893787631317
5.901180236047209,0.06929773623711384,1.161289992560054
6.00120024004801,0.16671502681095193,0.7779488910316922
6.10122024404881,0.22336957865284404,0.3483711910489953
6.20124024804961,0.23539271607582643,-0.11136379022502106
6.30126025205041,0.2007631955114899,-0.580968100201999
6.40128025605121,0.11953010713078545,-1.0400902283872997
6.501300260052011,-0.006397857625135471,-1.4724848785211613
6.601320264052811,-0.1738005188889808,-1.8683351148435405
6.7013402680536105,-0.37878524638924094,-2.2236387372691446
6.801360272054411,-0.6172027211639707,-2.536363002357314
6.901380276055211,-0.8845251215944469,-2.799600651443599
7.001400280056012,-1.1749064971047365,-2.9921703742071752
7.101420284056811,-1.4792366082885806,-3.068455304508999
7.201440288057611,-1.7823673506961515,-2.9534919406757734
7.301460292058412,-2.0605829038015875,-2.55523006436908
7.401480296059212,-2.2817704687767506,-1.8079073408680695
7.5015003000600124,-2.4113592407377467,-0.7391287946088849
7.601520304060812,-2.4241243888811876,0.49144202777065005
7.701540308061612,-2.31590043062754,1.6374482692068235
7.801560312062413,-2.1069309868741093,2.4768747970987586
7.901580316063213,-1.8343508243098636,2.9031506389103527
8.001600320064012,-1.539373959150839,2.9363517335021494
8.101620324064813,-1.2569174898608213,2.6713275159207615
8.201640328065613,-1.011291182285772,2.2168321223065353
8.301660332066414,-0.8168323432808354,1.6602352150703432
8.401680336067214,-0.6806189470079688,1.0596512223296686
8.501700340068014,-0.6051321933793985,0.45046683645552194
8.601720344068815,-0.590052883491758,-0.1452791970907733
8.701740348069613,-0.633225632151987,-0.7120764795112012
8.801760352070414,-0.7311151457396384,-1.2374818628002746
8.901780356071214,-0.8790220685197966,-1.7103840429403994
9.001800360072014,-1.0711055924989374,-2.1184470062730476
9.101820364072815,-1.3000201942439864,-2.4427575197308604
9.201840368073615,-1.5558681178869571,-2.649699029339945
9.301860372074415,-1.8242933348987653,-2.682590302463693
9.401880376075216,-2.0839937056910385,-2.4602766198609474
9.501900380076016,-2.30509808141808,-1.8994888917621866
9.601920384076816,-2.4517725054791297,-0.9777344375256212
9.701940388077615,-2.492207627215557,0.19333380188620822
9.801960392078415,-2.412875544882118,1.370282360980342
9.901980396079216,-2.226856901420519,2.2884658358679593
10.002000400080016,-1.969135505440215,2.7908310093135866
10.102020404080816,-1.682756268532268,2.871529380078059
10.202040408081617,-1.4055183876009645,2.6290329540534865
10.302060412082417,-1.163325079860345,2.191247169037906
10.402080416083217,-0.9701229630925976,1.6638295169225834
10.502100420084018,-0.8312098421065293,1.1138100740461998
10.602120424084816,-0.746878773675022,0.5763422965977247
10.702140428085617,-0.7149241580120429,0.06849712852733329
10.802160432086417,-0.7318508539195463,-0.3995933377891442
10.902180436087217,-0.7932333295102595,-0.8188949611432276
11.002200440088018,-0.8937163076005894,-1.1798036683721804
11.102220444088818,-1.0269647992752626,-1.4724345292088608
11.202240448089618,-1.185660346997611,-1.6870156000476513
11.302260452090419,-1.3614964236491125,-1.8133698461748147
11.40228045609122,-1.5450527689970224,-1.838902672540561
11.502300460092018,-1.7253543576842063,-1.744102608817828
11.602320464092818,-1.8888588954912695,-1.4963955557576427
11.702340468093618,-2.0182155609867265,-1.0551873500967768
11.802360472094419,-2.0929230047288088,-0.4061575709941378
11.90238047609522,-2.094378346572605,0.39249910161160545
12.00240048009602,-2.0139319659970765,1.2045980701968313
12.10242048409682,-1.8583059375992184,1.8717941507399984
12.20244048809762,-1.6479687995914423,2.2881387315330355
12.30246049209842,-1.4095959326735272,2.4367616346058463
12.40248049609922,-1.1676454600850377,2.3724631321829053
12.50250050010002,-0.9393844010400793,2.1764033399793683
12.60252050410082,-0.734328109137028,1.9178508623825195
12.70254050810162,-0.5563960323043099,1.6386876581132968
12.80256051210242,-0.40662614337501296,1.3559839266045426
12.902580516103221,-0.2851900078701268,1.071754283474032
13.002600520104021,-0.19239341933931942,0.7827646397267707
13.102620524104822,-0.12880806758621638,0.48791610050822765
13.202640528105622,-0.09482141669183361,0.19238223640823826
13.30266053210642,-0.08995667732870677,-0.09198926512297387
13.402680536107221,-0.11232879939835963,-0.3495572308444682
13.502700540108021,-0.15848575230224027,-0.5653982754921045
13.602720544108822,-0.2236907331265191,-0.7292619642507295
13.702740548109622,-0.3025052638909841,-0.8374747115420943
13.802760552110422,-0.38943454750820866,-0.8922618864518113
13.902780556111223,-0.47939425359533294,-0.8990915823635441
14.002800560112023,-0.567886658527572,-0.8637874147841641
14.102820564112823,-0.6509034774983181,-0.7898084857259391
14.202840568113622,-0.7245232419753633,-0.6748469005188499
14.302860572114422,-0.7842002585357948,-0.5087309632080792
14.402880576115223,-0.8240937791263073,-0.2769174693385762
14.502900580116023,-0.8370743802840537,0.02997042847613827
14.602920584116823,-0.815756138008072,0.4064899728995185
14.702940588117624,-0.7541955113164751,0.8295114121733981
14.802960592118424,-0.6494487734288769,1.2636090782570129
14.902980596119225,-0.5023262453329173,1.670854499339269
15.003000600120025,-0.3171686643267492,2.019767608412085
15.103020604120823,-0.10093349243896622,2.289812774089871
15.203040608121624,0.1379211343911563,2.4712217171693274
15.303060612122424,0.39040727568518374,2.562781368849447
15.403080616123225,0.6477462491876184,2.569419896386131
15.503100620124025,0.9017920935387201,2.497791025504896
15.603120624124825,1.1448174857125581,2.348070920180884
15.703140628125626,1.3684775337977775,2.1073612419218337
15.803160632126426,1.5626506087939442,1.7553623044345097
15.903180636127226,1.7155969305559895,1.2837418783577568
16.003200640128025,1.8161155912694233,0.7130551964836788
16.103220644128825,1.8564882134675142,0.09022900064700974
16.203240648129626,1.8343147975415592,-0.528236988719268
16.303260652130426,1.7527627615015229,-1.088591565569222
16.403280656131226,1.6201130739879828,-1.5423535412653646
16.503300660132027,1.4491937927746186,-1.8476493279194872
16.603320664132827,1.2564504533046117,-1.9755099809625813
16.703340668133627,1.060180307477178,-1.9193055161231256
16.803360672134428,0.8780215415896534,-1.6984843602109803
16.903380676135228,0.7246601080143324,-1.3504755053878315
17.00340068013603,0.6107050438278734,-0.9173433115665823
17.10342068413683,0.542713622281955,-0.43724702787741193
17.20344068813763,0.5237194022714253,0.057423970453373906
17.30346069213843,0.5537412410144907,0.5383675737536708
17.403480696139226,0.6300734548096366,0.9791273396269965
17.503500700140027,0.7474302049833189,1.354756677173432
17.603520704140827,0.8981978133964929,1.6442205093335662
17.703540708141627,1.07300579567923,1.834066075839363
17.803560712142428,1.2616919972610874,1.9227087581577464
17.903580716143228,1.454686548756076,1.9234873285903118
18.00360072014403,1.6441665284423317,1.854448328684908
18.10362072414483,1.8231897718743253,1.710055544695006
18.20364072814563,1.982234614296786,1.4447626416828752
18.30366073214643,2.1061518185127386,0.9994526022243162
18.40368073614723,2.175436435657764,0.35519833652197225
18.50370074014803,2.1725567797046788,-0.42560516808104815
18.60372074414883,2.090453558748603,-1.2008352498945145
18.70374074814963,1.9381463903669056,-1.8038736471921304
18.80376075215043,1.73927525400284,-2.1202250618134255
